Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.01.27_14.01.42,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,6128,96,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.44,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,2617,44,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.45,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,6016,89,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.46,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,4585,77,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.47,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,2080,38,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.48,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,2404,43,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.49,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,3534,55,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.50,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,6453,96,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.51,-8.502026,51.892657,0,A,2,LTE,-105,-13,-3.0,6,-,4540,77,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.52,-8.502026,51.892657,0,A,2,LTE,-105,-13,-3.0,6,-,2907,49,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.54,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,5435,89,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.55,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,5312,79,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.56,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,6061,93,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.57,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,3590,61,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.58,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,5066,87,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.01.59,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,5390,94,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.00,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,6542,114,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.01,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,6330,110,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.02,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,4674,74,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.04,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,2717,49,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.05,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,2773,49,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.06,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3903,69,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.07,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,5099,84,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.08,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,8678,139,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.09,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,7929,130,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.10,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,7672,125,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.11,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,7661,124,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.13,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,6688,105,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.14,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,5871,99,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.15,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,6956,109,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.16,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,7940,128,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.17,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,4551,74,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.18,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,5524,92,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.19,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,6207,106,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.20,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,4115,71,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.21,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,6464,111,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.23,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,5010,85,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.24,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,3411,61,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.25,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,5524,97,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.26,-8.502026,51.892657,0,A,2,LTE,-105,-14,-3.0,6,-,6844,111,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.27,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,4618,79,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.28,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,4697,84,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.29,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,4328,74,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.30,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,1733,36,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.31,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,4563,79,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.33,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,7493,135,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.34,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,3075,54,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.35,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,4529,74,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.36,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2449,42,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.37,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2718,50,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.38,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,4786,83,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.39,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,5703,98,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.40,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3444,61,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.41,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,6978,122,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.43,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,7012,123,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.44,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,6565,113,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.45,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,1610,30,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.46,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,4932,85,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.47,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,7180,116,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.48,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,1241,31,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.49,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3109,52,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.50,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,1453,25,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.52,-8.502026,51.892657,0,A,2,LTE,-105,-14,-2.0,8,-,3120,55,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.53,-8.502026,51.892657,0,A,2,LTE,-105,-14,-2.0,8,-,3299,57,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.54,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,2941,53,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.55,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,3858,69,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.56,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,5144,88,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.57,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,5916,99,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.58,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,2974,53,D,-99.0,-18.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.02.59,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,2952,52,D,-99.0,-18.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.00,-8.502026,51.892657,0,A,2,LTE,-105,-14,-2.0,8,-,4809,84,D,-99.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.02,-8.502026,51.892657,0,A,2,LTE,-105,-14,-2.0,8,-,5245,93,D,-99.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.03,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,8,-,5021,88,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.04,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,8,-,2192,39,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.05,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,8,-,3153,55,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.06,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,8,-,3701,64,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.07,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,8,-,3858,66,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.08,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,8,-,3176,56,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.09,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,8,-,2650,44,D,-100.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.10,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,3578,64,D,-100.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.12,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,4674,82,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.13,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,5536,94,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.14,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,4127,71,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.15,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3377,56,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.16,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,4417,73,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.17,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,5815,104,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.18,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3220,56,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.19,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,4719,82,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.20,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3813,70,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.22,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3970,70,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.23,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,4943,80,D,-100.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.24,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,4686,78,D,-100.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.25,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,5055,81,D,-99.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.26,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,6106,97,D,-99.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.27,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,8723,145,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.28,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,5010,89,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.29,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,5916,101,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.31,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,4182,64,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.32,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,6554,107,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.33,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,11810,195,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.34,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,9394,145,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.35,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,6397,100,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.36,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,4585,75,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.37,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,5794,99,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.38,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,6397,107,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.39,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,2594,59,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.41,-8.502026,51.892657,0,A,2,LTE,-105,-14,-2.0,8,-,6207,106,D,-99.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.42,-8.502026,51.892657,0,A,2,LTE,-105,-14,-2.0,8,-,5200,92,D,-99.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.43,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,1543,30,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.44,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,3880,68,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.45,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,3701,64,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.46,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,5648,98,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.47,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,4037,72,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.48,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,8,-,6341,111,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.49,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,8,-,3623,61,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.51,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,4272,74,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.52,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2415,45,D,-99.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.53,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,3757,60,D,-99.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.54,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,3310,57,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.55,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2180,38,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.56,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3310,57,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.57,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3534,58,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.58,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3086,53,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.03.59,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3097,54,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.01,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2136,39,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.02,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2337,40,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.03,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2650,47,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.04,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,1878,33,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.05,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,4350,76,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.06,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,3903,66,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.07,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,5603,91,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.08,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,7426,126,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.09,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,8947,155,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.11,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,10099,160,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.12,-8.502026,51.892657,0,A,2,LTE,-107,-12,-1.0,6,-,9819,168,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.13,-8.502026,51.892657,0,A,2,LTE,-107,-12,-1.0,6,-,3288,57,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.14,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,8533,135,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.15,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,13622,215,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.16,-8.502026,51.892657,0,A,2,LTE,-106,-13,3.0,6,-,6777,113,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.17,-8.502026,51.892657,0,A,2,LTE,-106,-13,3.0,6,-,3824,69,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.18,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,5312,85,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.20,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,8499,145,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.21,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,6922,120,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.22,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,6128,92,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.23,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,5334,83,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.24,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,11295,185,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.25,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,10770,175,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.26,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,6151,103,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.27,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,11430,175,D,-100.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.28,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,10703,179,D,-100.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.30,-8.502026,51.892657,0,A,2,LTE,-106,-12,2.0,6,-,15657,224,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.31,-8.502026,51.892657,0,A,2,LTE,-106,-12,2.0,6,-,3332,47,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.32,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,5882,91,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.33,-8.502026,51.892657,0,A,2,LTE,-106,-13,2.0,6,-,3769,66,D,-98.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.34,-8.502026,51.892657,0,A,2,LTE,-106,-12,2.0,6,-,8555,139,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.35,-8.502026,51.892657,0,A,2,LTE,-106,-12,2.0,6,-,6922,113,D,-97.0,-19.0,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.36,-8.502026,51.892657,0,A,2,LTE,-106,-13,-1.0,6,-,2449,43,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.37,-8.502026,51.892657,0,A,2,LTE,-106,-13,-1.0,6,-,3109,56,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.39,-8.502026,51.892657,0,A,2,LTE,-107,-14,-2.0,6,-,3780,62,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.40,-8.502026,51.892657,0,A,2,LTE,-107,-14,-2.0,6,-,6184,103,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.41,-8.502026,51.892657,0,A,2,LTE,-106,-13,-2.0,6,-,9137,141,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.42,-8.502026,51.892657,0,A,2,LTE,-106,-13,-2.0,6,-,7851,133,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.43,-8.502026,51.892657,0,A,2,LTE,-107,-14,-2.0,6,-,6318,95,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.44,-8.502026,51.892657,0,A,2,LTE,-107,-14,-2.0,6,-,10490,146,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.45,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,6956,106,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.46,-8.502026,51.892657,0,A,2,LTE,-106,-14,-2.0,6,-,2605,47,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.47,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,4730,81,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.49,-8.502026,51.892657,0,A,2,LTE,-106,-14,-3.0,6,-,3433,55,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.50,-8.502026,51.892657,0,A,2,LTE,-107,-14,-3.0,6,-,3858,63,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.51,-8.502026,51.892657,0,A,2,LTE,-107,-14,-3.0,6,-,5211,86,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.52,-8.502026,51.892657,0,A,2,LTE,-107,-14,-3.0,6,-,4372,73,D,-,-,-8.502261,51.89038,253.69999999999999
2018.01.27_14.04.53,-8.502026,51.892657,0,A,2,LTE,-107,-14,-3.0,6,-,3791,64,D,-,-,-8.502261,51.89038,253.69999999999999
