Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2020.02.27_18.51.42,-8.394656,51.886262,0,B,11,5G,-99,-11,2.0,10,-105,232763,258,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.51.44,-8.394656,51.886262,0,B,11,5G,-100,-15,0.0,12,-105,33123,51,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-18.0
2020.02.27_18.51.45,-8.394656,51.886262,0,B,11,5G,-100,-15,0.0,12,-105,33123,51,D,67.0,65.0,68.0,1.0,0.0,B,A4DF,9CBA,10805003,-102.0,-18.0
2020.02.27_18.51.45,-8.394656,51.886262,0,B,11,5G,-100,-15,0.0,12,-105,4043,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-18.0
2020.02.27_18.51.46,-8.394656,51.886262,0,B,11,5G,-99,-11,5.0,9,-105,178770,348,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-15.0
2020.02.27_18.51.48,-8.394656,51.886262,0,B,11,5G,-99,-11,5.0,9,-105,178278,219,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-15.0
2020.02.27_18.51.49,-8.394656,51.886262,0,B,11,5G,-99,-11,3.0,10,-105,146608,231,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.51.50,-8.394656,51.886262,0,B,11,5G,-99,-11,3.0,10,-105,164480,237,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.51.51,-8.394656,51.886262,0,B,11,5G,-99,-11,9.0,9,-105,177145,262,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-14.0
2020.02.27_18.51.52,-8.394656,51.886262,0,B,11,5G,-99,-11,9.0,9,-109,177962,262,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-14.0
2020.02.27_18.51.53,-8.394656,51.886262,0,B,11,5G,-100,-15,5.0,10,-107,172886,267,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.51.55,-8.394656,51.886262,0,B,11,5G,-100,-15,5.0,10,-107,143925,225,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.51.56,-8.394656,51.886262,0,B,11,5G,-100,-11,2.0,10,-107,152591,218,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.51.58,-8.394656,51.886262,0,B,11,5G,-99,-13,0.0,8,-105,7012,22,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-18.0
2020.02.27_18.51.59,-8.394656,51.886262,0,B,11,5G,-99,-13,0.0,8,-105,7012,22,D,69.0,66.0,76.0,4.0,0.0,B,A4DF,9CBA,10805003,-103.0,-18.0
2020.02.27_18.51.59,-8.394656,51.886262,0,B,11,5G,-99,-13,0.0,8,-105,41049,233,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-18.0
2020.02.27_18.52.00,-8.394656,51.886262,0,B,11,5G,-99,-13,-2.0,12,-105,249281,434,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.52.02,-8.394656,51.886262,0,B,11,5G,-99,-13,-2.0,12,-105,232714,218,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.52.03,-8.394656,51.886262,0,B,11,5G,-98,-11,1.0,12,-105,220485,226,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-11.0
2020.02.27_18.52.04,-8.394656,51.886262,0,B,11,5G,-98,-11,1.0,12,-105,213208,241,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-11.0
2020.02.27_18.52.05,-8.394656,51.886262,0,B,11,5G,-98,-11,2.0,8,-105,146947,269,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.52.06,-8.394656,51.886262,0,B,11,5G,-98,-11,2.0,8,-107,108175,196,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.52.07,-8.394656,51.886262,0,B,11,5G,-100,-13,4.0,9,-107,113369,188,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-16.0
2020.02.27_18.52.08,-8.394656,51.886262,0,B,11,5G,-100,-13,4.0,9,-105,91350,235,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-16.0
2020.02.27_18.52.10,-8.394656,51.886262,0,B,11,5G,-100,-11,3.0,11,-105,91734,279,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.52.12,-8.394656,51.886262,0,B,11,5G,-99,-11,6.0,11,-105,0,0,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.52.13,-8.394656,51.886262,0,B,11,5G,-99,-11,6.0,11,-105,0,0,D,67.0,65.0,68.0,1.0,0.0,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.52.13,-8.394656,51.886262,0,B,11,5G,-99,-11,6.0,11,-105,8799,121,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.52.14,-8.394656,51.886262,0,B,11,5G,-98,-13,5.0,12,-105,23279,85,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.52.16,-8.394656,51.886262,0,B,11,5G,-98,-13,5.0,12,-105,22874,72,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.52.17,-8.394656,51.886262,0,B,11,5G,-98,-17,-2.0,10,-105,22902,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-19.0
2020.02.27_18.52.18,-8.394656,51.886262,0,B,11,5G,-98,-17,-2.0,10,-105,22055,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-19.0
2020.02.27_18.52.19,-8.394656,51.886262,0,B,11,5G,-98,-12,10.0,9,-105,21412,75,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.52.20,-8.394656,51.886262,0,B,11,5G,-98,-12,10.0,9,-105,22265,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.52.22,-8.394656,51.886262,0,B,11,5G,-98,-10,1.0,11,-105,22371,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.52.23,-8.394656,51.886262,0,B,11,5G,-98,-10,1.0,11,-105,22916,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.52.24,-8.394656,51.886262,0,B,11,5G,-98,-14,-1.0,11,-105,21212,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-19.0
2020.02.27_18.52.25,-8.394656,51.886262,0,B,11,5G,-98,-14,-1.0,11,-105,85442,149,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-19.0
2020.02.27_18.52.26,-8.394656,51.886262,0,B,11,5G,-98,-14,-3.0,10,-105,2,2,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-20.0
2020.02.27_18.52.26,-8.394656,51.886262,0,B,11,5G,-98,-14,-3.0,10,-105,2,2,D,67.0,65.0,69.0,2.0,0.0,B,A4DF,9CBA,10805003,-104.0,-20.0
2020.02.27_18.52.28,-8.394656,51.886262,0,B,11,5G,-98,-14,-3.0,10,-105,17858,205,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-20.0
2020.02.27_18.52.29,-8.394656,51.886262,0,B,11,5G,-99,-14,-3.0,11,-105,22773,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-19.0
2020.02.27_18.52.30,-8.394656,51.886262,0,B,11,5G,-99,-14,-3.0,11,-107,24642,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-19.0
2020.02.27_18.52.31,-8.394656,51.886262,0,B,11,5G,-98,-12,1.0,6,-107,40333,115,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.52.32,-8.394656,51.886262,0,B,11,5G,-98,-12,1.0,6,-107,165422,272,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.52.33,-8.394656,51.886262,0,B,11,5G,-98,-14,-3.0,11,-107,221495,306,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-19.0
2020.02.27_18.52.35,-8.394656,51.886262,0,B,11,5G,-98,-14,-3.0,11,-107,248053,235,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-19.0
2020.02.27_18.52.36,-8.394656,51.886262,0,B,11,5G,-98,-15,-2.0,7,-107,209367,242,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-12.0
2020.02.27_18.52.37,-8.394656,51.886262,0,B,11,5G,-98,-15,-2.0,7,-107,206483,255,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-12.0
2020.02.27_18.52.39,-8.394656,51.886262,0,B,11,5G,-98,-12,7.0,11,-107,176491,284,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.52.39,-8.394656,51.886262,0,B,11,5G,-98,-12,7.0,11,-107,78861,119,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.52.40,-8.394656,51.886262,0,B,11,5G,-98,-12,7.0,11,-107,2,2,D,67.0,65.0,69.0,1.0,0.0,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.52.40,-8.394656,51.886262,0,B,11,5G,-99,-15,-2.0,13,-107,2,2,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-19.0
2020.02.27_18.52.42,-8.394656,51.886262,0,B,11,5G,-99,-15,-2.0,13,-107,120609,337,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-19.0
2020.02.27_18.52.43,-8.394656,51.886262,0,B,11,5G,-98,-11,4.0,10,-107,272350,358,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-19.0
2020.02.27_18.52.44,-8.394656,51.886262,0,B,11,5G,-98,-11,4.0,10,-107,187094,311,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-19.0
2020.02.27_18.52.45,-8.394656,51.886262,0,B,11,5G,-98,-16,0.0,10,-107,138750,202,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-20.0
2020.02.27_18.52.46,-8.394656,51.886262,0,B,11,5G,-98,-16,0.0,10,-107,180438,262,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-20.0
2020.02.27_18.52.47,-8.394656,51.886262,0,B,11,5G,-98,-17,0.0,12,-107,189706,281,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-100.0,-20.0
2020.02.27_18.52.48,-8.394656,51.886262,0,B,11,5G,-98,-17,0.0,12,-107,186207,273,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-100.0,-20.0
2020.02.27_18.52.50,-8.394656,51.886262,0,B,11,5G,-98,-16,-4.0,10,-107,178444,240,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-12.0
2020.02.27_18.52.51,-8.394656,51.886262,0,B,11,5G,-98,-16,-4.0,10,-107,187496,259,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-12.0
2020.02.27_18.52.53,-8.394656,51.886262,0,B,11,5G,-98,-11,2.0,9,-107,125927,183,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.52.54,-8.394656,51.886262,0,B,11,5G,-98,-11,2.0,9,-107,3372,15,D,68.0,66.0,74.0,4.0,0.0,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.52.54,-8.394656,51.886262,0,B,11,5G,-98,-14,-3.0,10,-107,3372,15,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-19.0
2020.02.27_18.52.56,-8.394656,51.886262,0,B,11,5G,-98,-14,-3.0,10,-107,72353,347,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-19.0
2020.02.27_18.52.57,-8.394656,51.886262,0,B,11,5G,-98,-11,7.0,11,-107,132941,308,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.52.58,-8.394656,51.886262,0,B,11,5G,-98,-11,7.0,11,-107,103875,236,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.52.59,-8.394656,51.886262,0,B,11,5G,-98,-12,-1.0,12,-107,85861,221,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-18.0
2020.02.27_18.53.00,-8.394656,51.886262,0,B,11,5G,-98,-12,-1.0,12,-107,88585,225,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-18.0
2020.02.27_18.53.01,-8.394656,51.886262,0,B,11,5G,-98,-11,-5.0,12,-107,97610,198,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.53.03,-8.394656,51.886262,0,B,11,5G,-98,-11,-5.0,12,-107,102154,209,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.53.04,-8.394656,51.886262,0,B,11,5G,-98,-12,8.0,13,-107,106663,199,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.53.05,-8.394656,51.886262,0,B,11,5G,-98,-12,8.0,13,-107,113306,214,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.53.07,-8.394656,51.886262,0,B,11,5G,-100,-15,-1.0,8,-105,2554,10,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-19.0
2020.02.27_18.53.08,-8.394656,51.886262,0,B,11,5G,-100,-15,-1.0,8,-105,2554,10,D,66.0,65.0,67.0,1.0,0.0,B,A4DF,9CBA,10805003,-101.0,-19.0
2020.02.27_18.53.09,-8.394656,51.886262,0,B,11,5G,-98,-12,0.0,12,-105,3442,63,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.53.10,-8.394656,51.886262,0,B,11,5G,-98,-12,0.0,12,-105,19066,115,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.53.11,-8.394656,51.886262,0,B,11,5G,-97,-12,6.0,9,-105,20170,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.53.12,-8.394656,51.886262,0,B,11,5G,-97,-12,6.0,9,-105,20370,73,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.02.27_18.53.13,-8.394656,51.886262,0,B,11,5G,-99,-13,2.0,12,-105,18797,67,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-9.0
2020.02.27_18.53.14,-8.394656,51.886262,0,B,11,5G,-99,-13,2.0,12,-105,19549,70,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-9.0
2020.02.27_18.53.16,-8.394656,51.886262,0,B,11,5G,-99,-16,-3.0,15,-105,19980,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-18.0
2020.02.27_18.53.17,-8.394656,51.886262,0,B,11,5G,-99,-16,-3.0,15,-105,19949,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-18.0
2020.02.27_18.53.18,-8.394656,51.886262,0,B,11,5G,-100,-15,0.0,12,-105,17408,66,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-20.0
2020.02.27_18.53.19,-8.394656,51.886262,0,B,11,5G,-100,-15,0.0,12,-105,18322,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-20.0
2020.02.27_18.53.20,-8.394656,51.886262,0,B,11,5G,-100,-15,-3.0,12,-105,16998,55,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-19.0
2020.02.27_18.53.22,-8.394656,51.886262,0,B,11,5G,-100,-15,-3.0,12,-105,1,1,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-19.0
2020.02.27_18.53.22,-8.394656,51.886262,0,B,11,5G,-100,-15,-3.0,12,-105,1,1,D,70.0,63.0,76.0,5.0,0.0,B,A4DF,9CBA,10805003,-103.0,-19.0
2020.02.27_18.53.23,-8.394656,51.886262,0,B,11,5G,-100,-11,-2.0,10,-105,13678,176,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.53.24,-8.394656,51.886262,0,B,11,5G,-100,-11,-2.0,10,-105,30494,60,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.53.25,-8.394656,51.886262,0,B,11,5G,-100,-12,0.0,12,-105,29893,81,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.53.26,-8.394656,51.886262,0,B,11,5G,-100,-12,0.0,12,-105,30891,79,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.53.27,-8.394656,51.886262,0,B,11,5G,-100,-11,5.0,12,-105,30639,86,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.02.27_18.53.29,-8.394656,51.886262,0,B,11,5G,-100,-11,5.0,12,-105,31359,82,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.02.27_18.53.30,-8.394656,51.886262,0,B,11,5G,-100,-13,1.0,12,-105,28007,76,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.53.31,-8.394656,51.886262,0,B,11,5G,-100,-13,1.0,12,-105,29924,87,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.53.32,-8.394656,51.886262,0,B,11,5G,-100,-12,-2.0,10,-105,30417,79,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.53.33,-8.394656,51.886262,0,B,11,5G,-100,-12,-2.0,10,-105,29837,78,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.53.34,-8.394656,51.886262,0,B,11,5G,-100,-14,-1.0,12,-105,29940,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.53.36,-8.394656,51.886262,0,B,11,5G,-100,-14,-1.0,12,-105,1,2,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.53.36,-8.394656,51.886262,0,B,11,5G,-100,-14,-1.0,12,-105,1,2,D,66.0,64.0,67.0,1.0,0.0,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.53.37,-8.394656,51.886262,0,B,11,5G,-100,-15,3.0,12,-105,13582,213,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-18.0
2020.02.27_18.53.38,-8.394656,51.886262,0,B,11,5G,-100,-15,3.0,12,-105,18587,54,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-18.0
2020.02.27_18.53.39,-8.394656,51.886262,0,B,11,5G,-100,-10,6.0,11,-105,20332,67,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-9.0
2020.02.27_18.53.40,-8.394656,51.886262,0,B,11,5G,-100,-10,6.0,11,-105,19758,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-9.0
2020.02.27_18.53.42,-8.394656,51.886262,0,B,11,5G,-100,-11,8.0,12,-105,19853,63,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.53.43,-8.394656,51.886262,0,B,11,5G,-100,-11,8.0,12,-105,19690,67,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.53.44,-8.394656,51.886262,0,B,11,5G,-101,-13,-1.0,12,-105,19515,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.53.45,-8.394656,51.886262,0,B,11,5G,-101,-13,-1.0,12,-105,19648,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.53.46,-8.394656,51.886262,0,B,11,5G,-100,-14,6.0,9,-105,20699,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.53.47,-8.394656,51.886262,0,B,11,5G,-100,-14,6.0,9,-105,19809,72,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.53.49,-8.394656,51.886262,0,B,11,5G,-100,-12,-4.0,13,-105,6766,20,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-16.0
2020.02.27_18.53.50,-8.394656,51.886262,0,B,11,5G,-100,-12,-4.0,13,-107,6766,20,D,68.0,68.0,69.0,1.0,0.0,B,A4DF,9CBA,10805003,-105.0,-16.0
2020.02.27_18.53.50,-8.394656,51.886262,0,B,11,5G,-100,-12,-4.0,13,-107,3,3,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-16.0
2020.02.27_18.53.51,-8.394656,51.886262,0,B,11,5G,-100,-16,-5.0,10,-107,24469,188,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-19.0
2020.02.27_18.53.52,-8.394656,51.886262,0,B,11,5G,-100,-16,-5.0,10,-107,134514,225,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-19.0
2020.02.27_18.53.53,-8.394656,51.886262,0,B,11,5G,-99,-11,4.0,10,-107,152679,222,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-15.0
2020.02.27_18.53.54,-8.394656,51.886262,0,B,11,5G,-99,-11,4.0,10,-105,151752,226,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-15.0
2020.02.27_18.53.56,-8.394656,51.886262,0,B,11,5G,-99,-12,1.0,10,-105,147792,213,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-17.0
2020.02.27_18.53.57,-8.394656,51.886262,0,B,11,5G,-99,-12,1.0,10,-107,221833,376,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-17.0
2020.02.27_18.53.58,-8.394656,51.886262,0,B,11,5G,-99,-13,1.0,12,-107,195378,226,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-18.0
2020.02.27_18.53.59,-8.394656,51.886262,0,B,11,5G,-99,-13,1.0,12,-107,150044,215,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-18.0
2020.02.27_18.54.00,-8.394656,51.886262,0,B,11,5G,-100,-13,1.0,10,-105,159131,261,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.54.01,-8.394656,51.886262,0,B,11,5G,-100,-13,1.0,10,-105,152983,235,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-17.0
2020.02.27_18.54.03,-8.394656,51.886262,0,B,11,5G,-99,-13,-6.0,9,-105,63125,87,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-18.0
2020.02.27_18.54.03,-8.394656,51.886262,0,B,11,5G,-99,-13,-6.0,9,-105,63125,87,D,68.0,65.0,72.0,3.0,0.0,B,A4DF,9CBA,10805003,-103.0,-18.0
2020.02.27_18.54.04,-8.394656,51.886262,0,B,11,5G,-99,-13,-6.0,9,-105,112,7,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-18.0
2020.02.27_18.54.05,-8.394656,51.886262,0,B,11,5G,-100,-11,2.0,8,-105,63680,307,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.54.06,-8.394656,51.886262,0,B,11,5G,-100,-11,2.0,8,-105,174544,233,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-15.0
2020.02.27_18.54.07,-8.394656,51.886262,0,B,11,5G,-100,-16,-1.0,12,-105,178239,298,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-20.0
2020.02.27_18.54.08,-8.394656,51.886262,0,B,11,5G,-100,-16,-1.0,12,-105,166895,337,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-20.0
2020.02.27_18.54.09,-8.394656,51.886262,0,B,11,5G,-100,-18,-1.0,9,-105,197476,258,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-20.0
2020.02.27_18.54.11,-8.394656,51.886262,0,B,11,5G,-100,-18,-1.0,9,-105,186424,203,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-20.0
2020.02.27_18.54.12,-8.394656,51.886262,0,B,11,5G,-100,-18,1.0,10,-105,134235,235,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-100.0,-20.0
2020.02.27_18.54.13,-8.394656,51.886262,0,B,11,5G,-100,-18,1.0,10,-105,220009,247,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-100.0,-20.0
2020.02.27_18.54.14,-8.394656,51.886262,0,B,11,5G,-99,-19,1.0,14,-105,200115,192,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-20.0
2020.02.27_18.54.16,-8.394656,51.886262,0,B,11,5G,-99,-16,1.0,11,-105,117261,107,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-18.0
2020.02.27_18.54.17,-8.394656,51.886262,0,B,11,5G,-99,-16,1.0,11,-105,9245,30,D,69.0,65.0,73.0,3.0,0.0,B,A4DF,9CBA,10805003,-101.0,-18.0
2020.02.27_18.54.18,-8.394656,51.886262,0,B,11,5G,-99,-16,1.0,11,-105,9245,30,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-18.0
2020.02.27_18.54.19,-8.394656,51.886262,0,B,11,5G,-100,-13,5.0,10,-105,18592,178,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.54.20,-8.394656,51.886262,0,B,11,5G,-100,-13,5.0,10,-105,74981,195,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-17.0
2020.02.27_18.54.21,-8.394656,51.886262,0,B,11,5G,-99,-12,-1.0,12,-105,180529,253,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.54.22,-8.394656,51.886262,0,B,11,5G,-99,-12,-1.0,12,-105,202449,294,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-16.0
2020.02.27_18.54.23,-8.394656,51.886262,0,B,11,5G,-100,-16,-1.0,12,-105,163107,254,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-10.0
2020.02.27_18.54.24,-8.394656,51.886262,0,B,11,5G,-100,-16,-1.0,12,-105,199569,210,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-10.0
2020.02.27_18.54.26,-8.394656,51.886262,0,B,11,5G,-99,-18,-3.0,11,-105,217031,208,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-11.0
2020.02.27_18.54.27,-8.394656,51.886262,0,B,11,5G,-99,-18,-3.0,11,-105,205877,240,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-11.0
2020.02.27_18.54.28,-8.394656,51.886262,0,B,11,5G,-99,-15,1.0,10,-105,179533,212,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-17.0
2020.02.27_18.54.30,-8.394656,51.886262,0,B,11,5G,-99,-14,7.0,13,-105,69857,106,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-16.0
